Id: 30500, Name: XM5E1 "Maplestrike", Selling: 6000.00
Id: 36457, Name: RAID 6x Scope, Selling: 50.00
Id: 36458, Name: RAID 8x Scope, Selling: 70.00
Id: 36459, Name: DASH-2 Dot Sight, Selling: 70.00
Id: 36460, Name: Tactical Light, Selling: 45.00
Id: 36461, Name: Tactical Laser, Selling: 45.00
Id: 36462, Name: Tactical Rangefinder, Selling: 200.00
Id: 36463, Name: Tactical Laser, Selling: 45.00
Id: 36464, Name: SSB "Niku" Stock, Selling: 50.00
Id: 36465, Name: SSB "Niku", Selling: 5000.00
Id: 36466, Name: Biohazard Hood, Selling: 0.00
Id: 36467, Name: Snowball, Selling: 0.00
Id: 36468, Name: Military Nightvision, Selling: 75.00
Id: 36469, Name: Civilian Nightvision, Selling: 100.00
Id: 36470, Name: Wooden Lockbox, Selling: 0.00
Id: 36471, Name: Mercenary Backpack, Selling: 500.00
Id: 36472, Name: Mercenary Bottom, Selling: 500.00
Id: 36473, Name: Mercenary Top, Selling: 500.00
Id: 36474, Name: Log, Selling: 60.00
Id: 36475, Name: Clock, Selling: 70.00
Id: 36476, Name: Wooden Bench, Selling: 50.00
Id: 36477, Name: Wooden Planter Roof, Selling: 100.00
Id: 36478, Name: Scrap Planter Roof, Selling: 600.00
Id: 36479, Name: Armored Planter Roof, Selling: 775.00
Id: 36480, Name: Sandbag, Selling: 30.00
Id: 36481, Name: Weapon Case, Selling: 250.00
Id: 36482, Name: Hay Bale, Selling: 125.00
Id: 36483, Name: Carpet, Selling: 50.00
Id: 36484, Name: Carpet, Selling: 50.00
Id: 36485, Name: Carpet, Selling: 50.00
Id: 36486, Name: Carpet, Selling: 50.00
Id: 36487, Name: Carpet, Selling: 50.00
Id: 36488, Name: Planter, Selling: 80.00
Id: 36489, Name: Campfire, Selling: 65.00
Id: 36490, Name: Glass, Selling: 250.00
Id: 36491, Name: One Way Glass, Selling: 300.00
Id: 36492, Name: Industrial Wooden Crate, Selling: 750.00
Id: 36493, Name: Wooden Plaque, Selling: 100.00
Id: 36494, Name: Scrap Plaque, Selling: 250.00
Id: 36495, Name: Note, Selling: 30.00
Id: 36496, Name: Wooden Placard, Selling: 60.00
Id: 36497, Name: Scrap Placard, Selling: 180.00
Id: 36498, Name: Wooden Sign, Selling: 60.00
Id: 36499, Name: Scrap Sign, Selling: 150.00
Id: 36500, Name: Wooden Counter, Selling: 250.00
Id: 36501, Name: Wooden Wardrobe, Selling: 180.00
Id: 36502, Name: Wooden Shutter, Selling: 120.00
Id: 36503, Name: Scrap Shutter, Selling: 300.00
Id: 36504, Name: Armored Shutter, Selling: 700.00
Id: 36505, Name: Wooden Gate, Selling: 125.00
Id: 36506, Name: Scrap Gate, Selling: 400.00
Id: 36507, Name: Armored Gate, Selling: 2000.00
Id: 36508, Name: Wooden Hatch, Selling: 140.00
Id: 36509, Name: Scrap Hatch, Selling: 300.00
Id: 36510, Name: Armored Hatch, Selling: 425.00
Id: 36511, Name: Scrap Ladder, Selling: 280.00
Id: 36512, Name: Wooden Shelf, Selling: 75.00
Id: 36513, Name: Scrap Shelf, Selling: 250.00
Id: 36514, Name: DASH-2 Holo Sight, Selling: 50.00
Id: 36515, Name: Tactical Light, Selling: 45.00
Id: 36516, Name: NP663 "Bruteforce", Selling: 5000.00
Id: 36517, Name: DASH-2 Shotgun Suppressor, Selling: 70.00
Id: 36518, Name: RAID Choke, Selling: 0.00
Id: 36519, Name: Antique Moses, Selling: 5000.00
Id: 36520, Name: Moses Grip, Selling: 0.00
Id: 36521, Name: Moses Grip, Selling: 0.00
Id: 36522, Name: Boss Bottom, Selling: 70.00
Id: 36523, Name: Lucky Block, Selling: 0.00
Id: 36524, Name: Buckshot, Selling: 120.00
Id: 36525, Name: Slug, Selling: 130.00
Id: 36526, Name: Makeshift Shells, Selling: 60.00
Id: 36527, Name: Flare, Selling: 0.00
Id: 36528, Name: Flare Gun, Selling: 0.00
Id: 36529, Name: Powerplant Helmet, Selling: 80.00
Id: 36530, Name: Powerplant Vest, Selling: 0.00
Id: 36531, Name: Powerplant Bottoms, Selling: 60.00
Id: 36532, Name: Powerplant Top, Selling: 85.00
Id: 36533, Name: N4 "Walnut" Stock, Selling: 50.00
Id: 36534, Name: N4 "Walnut", Selling: 5000.00
Id: 36535, Name: Horde Beacon, Selling: 0.00
Id: 36536, Name: N200 "Brenter" Stock, Selling: 50.00
Id: 36537, Name: JK47 "Grill" Stock, Selling: 50.00
Id: 36538, Name: K30 "Krizzy" Stock, Selling: 50.00
Id: 36539, Name: NP5 "Rattlesnake" Stock, Selling: 50.00
Id: 36540, Name: NP3 "Grit" Stock, Selling: 50.00
Id: 36541, Name: Iron Sights, Selling: 25.00
Id: 36542, Name: Iron Sights, Selling: 25.00
Id: 36543, Name: Iron Sights, Selling: 25.00
Id: 36544, Name: Iron Sights, Selling: 25.00
Id: 36545, Name: Iron Sights, Selling: 25.00
Id: 36546, Name: Makeshift Grip, Selling: 25.00
Id: 36547, Name: Makeshift 5x Scope, Selling: 35.00
Id: 36548, Name: Makeshift Sight, Selling: 30.00
Id: 36549, Name: Makeshift Tactical Light, Selling: 35.00
Id: 36550, Name: RAID Stock, Selling: 50.00
Id: 36551, Name: BVL Stock, Selling: 50.00
Id: 36552, Name: B-3 Stock, Selling: 50.00
Id: 36553, Name: REAPER Stock, Selling: 50.00
Id: 36554, Name: DASH-2 Stock, Selling: 50.00
Id: 36555, Name: K&R Stock, Selling: 50.00
Id: 36556, Name: Block Upgrade Kit, Selling: 200.00
Id: 36557, Name: K30 "Krizzy", Selling: 1500.00
Id: 36558, Name: B18 "Block", Selling: 400.00
Id: 36559, Name: N200 "Brenter", Selling: 0.00
Id: 36560, Name: Explosive Slug, Selling: 0.00
Id: 36561, Name: Key, Selling: 0.00
Id: 36562, Name: Blueprint, Selling: 0.00
Id: 36563, Name: Bow, Selling: 200.00
Id: 36564, Name: JK47 "Grill", Selling: 3600.00
Id: 36565, Name: B50 "Instructor", Selling: 425.00
Id: 36566, Name: NP5 "Rattlesnake", Selling: 2950.00
Id: 36567, Name: NP5 Suppressor, Selling: 0.00
Id: 36568, Name: B1 "Blicky", Selling: 800.00
Id: 36569, Name: NP3 "Grit", Selling: 3000.00
Id: 36570, Name: Sman, Selling: 1400.00
Id: 36571, Name: 40mm Grenade, Selling: 0.00
Id: 36572, Name: Cloth Mannequin, Selling: 45.00
Id: 36573, Name: Scrap Mannequin, Selling: 300.00
Id: 36574, Name: Intelligence Bottom, Selling: 60.00
Id: 36575, Name: Intelligence Top, Selling: 80.00
Id: 36576, Name: Intelligence Cap, Selling: 0.00
Id: 36577, Name: Iron Sights, Selling: 25.00
Id: 36578, Name: Energized Snowball, Selling: 0.00
Id: 36579, Name: Syringe, Selling: 0.00
Id: 36580, Name: Stealy Wheely Automobiley, Selling: 0.00
Id: 36581, Name: NP9 "Kinnie" Stock, Selling: 50.00
Id: 36582, Name: Cotton Swab, Selling: 35.00
Id: 36583, Name: Q-Tip, Selling: 25.00
Id: 36584, Name: Penguin Lower, Selling: 0.00
Id: 36585, Name: Vehicle Battery , Selling: 100.00
Id: 36586, Name: Biohazard Roll, Selling: 0.00
Id: 36587, Name: Military Crate, Selling: 0.00
Id: 36588, Name: Mercenary Boss Bottom, Selling: 0.00
Id: 36589, Name: Mercenary Boss Top, Selling: 0.00
Id: 36590, Name: Mercenary Boss Helmet, Selling: 0.00
Id: 36591, Name: Mercenary Boss Vest, Selling: 0.00
Id: 36592, Name: Balaclava, Selling: 45.00
Id: 36593, Name: Pump Jack, Selling: 300.00
Id: 36594, Name: F-11 "FÃƒÂ¤lscher", Selling: 0.00
Id: 36595, Name: M349 "Penumbra", Selling: 5000.00
Id: 36596, Name: K30 "Krizzy", Selling: 1500.00
Id: 36597, Name: N4 "Walnut", Selling: 5000.00
Id: 36598, Name: N200 "Brenter", Selling: 0.00
Id: 36599, Name: NP9 "Kinnie", Selling: 3250.00
Id: 36600, Name: Seaward Fisher, Selling: 0.00
Id: 36601, Name: Blue Intelligence, Selling: 0.00
Id: 36602, Name: Black Intelligence, Selling: 0.00
Id: 36603, Name: 12.7mm Ammo Crate, Selling: 0.00
Id: 36604, Name: 12.7mm Cartridge, Selling: 0.00
Id: 36605, Name: Can, Selling: 425.00
Id: 36606, Name: BVL Stock, Selling: 50.00
Id: 36607, Name: K&R Stock, Selling: 50.00
Id: 36608, Name: REAPER Stock, Selling: 50.00
Id: 36609, Name: Reginald, Selling: 0.00
Id: 36610, Name: Black Penguin, Selling: 0.00
Id: 36611, Name: Blue Penguin, Selling: 0.00
Id: 36612, Name: Red Penguin, Selling: 0.00
Id: 36613, Name: Armed Penguin, Selling: 0.00
Id: 36614, Name: White Penguin, Selling: 0.00
Id: 36615, Name: Benedict, Selling: 0.00
Id: 36616, Name: Blindfolded Penguin, Selling: 0.00
Id: 36617, Name: Donut Penguin, Selling: 0.00
Id: 36618, Name: Gun Parts, Selling: 250.00
Id: 36619, Name: Rainbow Beret, Selling: 200.00
Id: 36620, Name: Leather Ushanka, Selling: 0.00
Id: 36621, Name: PMC Bottom, Selling: 0.00
Id: 36622, Name: PMC Top, Selling: 0.00
Id: 36623, Name: PMC Backpack, Selling: 0.00
Id: 36624, Name: PMC Vest, Selling: 0.00
Id: 36625, Name: PMC Helmet, Selling: 0.00
Id: 36626, Name: PMC Helmet, Selling: 0.00
Id: 36627, Name: Mozzarella Pizza Slice, Selling: 0.00
Id: 36628, Name: Marinara Pizza Slice, Selling: 0.00
Id: 36629, Name: BBQ Pizza Slice, Selling: 0.00
Id: 36630, Name: Ham & Mushroom Pizza Slice, Selling: 0.00
Id: 36631, Name: Snowberry Pizza Slice, Selling: 0.00
Id: 36632, Name: Moral Accord, Selling: 0.00
Id: 36633, Name: Powerplant Top Zombie, Selling: 0.00
Id: 36634, Name: Powerplant Bottoms Zombie, Selling: 0.00
Id: 36635, Name: Powerplant Vest Zombie, Selling: 0.00
Id: 36636, Name: Powerplant Helmet Zombie, Selling: 0.00
Id: 36637, Name: SWAT Vest Zombie, Selling: 0.00
Id: 36638, Name: SWAT Helmet Zombie, Selling: 0.00
Id: 36639, Name: SWAT Bottom Zombie, Selling: 0.00
Id: 36640, Name: SWAT Top Zombie, Selling: 0.00
Id: 36641, Name: Gun Oil Bundle, Selling: 0.00
Id: 36642, Name: Large Bevlar Coil, Selling: 0.00
Id: 36643, Name: Garbage Bag, Selling: 0.00
Id: 36644, Name: Military Drive Static #1, Selling: 0.00
Id: 36645, Name: PMC Bottom Mk.II, Selling: 0.00
Id: 36646, Name: PMC Top Mk.II, Selling: 0.00
Id: 36647, Name: PMC Vest Mk.II, Selling: 0.00
Id: 36648, Name: PMC Helmet Mk.II, Selling: 0.00
Id: 36649, Name: PMC Helmet Mk.II, Selling: 0.00
